Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,X34
260960005000088,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600028,Alto da Bondade,1,0,416,1416,3.4,2.76,619.36,265162.28,736.15,229083.04,354.66,241089.42,692.54,236773.2,NA
260960005000089,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600028,Alto da Bondade,1,1,339,1178,3.47,3.11,545.13,277546.44,632.87,266652.19,335.61,192791.06,569.72,193901.53,NA
260960005000090,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,97,323,3.33,2.06,2363.67,8188459.29,2697.36,8447427.71,1486.95,5067979.98,2215.7,5941416.14,NA
260960005000091,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,222,667,3,1.71,1584.59,1492429.7,1683.16,1419011.37,910.92,1257171.95,1383.33,1255644.62,NA
260960005000092,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,1,224,824,3.68,2.95,419.1,168639.91,552.22,148574.92,311.13,141385.92,535.02,123294.95,NA
260960005000093,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,431,1369,3.18,1.55,2966.55,19281777.96,3110.91,19772173.14,1543.95,8882321.13,2317.8,11543888.11,NA
260960005000094,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,205,616,3,1.57,2380.95,4928384.74,2490.28,4882191.58,1340.05,3133123.53,1884.23,3380718.6,NA
260960005000095,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,249,863,3.47,2.54,2183.43,3923471.86,2405.64,3787609.62,1264.95,2902091.24,1879.28,3157502.28,NA
260960005000096,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,1,271,1037,3.83,3.89,428.11,163029.77,527.36,148419.03,235.75,110488.4,490.07,105032.56,NA
260960005000097,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,1,204,745,3.65,3.52,376.25,236325.11,501.66,252288.77,300.23,137339.77,483.36,132580.84,NA
260960005000098,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,192,626,3.26,2.08,1960.46,4002675.88,2102.84,3993922.77,1066.82,2510820.26,1660.17,2923389.86,NA
260960005000099,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,371,1166,3.14,1.86,2952.31,5484294.93,3009.09,5418740.66,1628.67,4119570.31,2270.66,4285901.01,NA
260960005000100,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,257,791,3.08,1.59,2272.65,5716187.5,2729.3,5617965.23,1625.02,4126161.3,2289.66,4292304.05,NA
260960005000101,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,381,1175,3.08,1.9,1953.53,2958487.27,2138.78,2842494.5,1117.02,2195439.81,1787.91,2314731.78,NA
260960005000102,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,377,1110,2.94,1.63,1802.21,3149702.78,1958.02,3116837.22,1134.68,2309464.53,1635.27,2510032.87,NA
260960005000103,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,195,689,3.53,2.03,2533.55,5525196.24,2641.94,5474947.77,1295.38,3320400.34,1936.93,3723178.41,NA
260960005000104,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,157,514,3.27,2.69,389.74,254054.5,514.19,271332.72,294.45,156120.65,481.32,165290.72,NA
260960005000105,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,1,172,626,3.64,2.34,361.89,134971.79,497.96,117826.38,278.35,122374.06,516.51,104000.26,NA
260960005000106,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,385,1189,3.09,1.55,2824.52,8915068.13,2931.1,8939137.53,1591.82,5643458.65,2251.68,6498221.01,NA
260960005000107,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,327,1086,3.32,2.22,2859.82,9160959.1,2959.37,9185323.02,1542.82,5359971.04,2240.25,6221848.05,NA
260960005000108,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,271,827,3.05,1.6,3218.45,151732641.21,3367.56,158285865.29,1741.29,59400756.7,2378.11,79648614.94,NA
260960005000109,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,349,958,2.74,1.3,1539.38,2166957.67,1623.09,2148871.3,926.26,1625231.62,1377.85,1795682.73,NA
260960005000110,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,247,717,2.9,2.02,825.74,1156566.36,1009.69,1228839.83,658.92,937482.08,953.71,1076078.46,NA
260960005000111,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,176,505,2.87,1.39,1102.24,710165.24,1235.64,630778.3,659.51,604313.55,1054.23,549670.38,NA
260960005000112,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,232,758,3.27,2.16,946.63,2547234.93,1162.01,2878252.97,591.04,1298747.41,969.07,1764266.06,NA
260960005000113,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,534,1618,3.03,2,900.49,421641.85,942.86,401489.86,524.72,435590.65,847.77,429890.73,NA
260960005000114,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,132,474,3.59,3.39,850.84,1308758.93,905.73,1343758.83,549.64,1175043.61,867.5,1580470.61,NA
260960005000115,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,245,747,3.05,1.62,2910.08,7229998.47,2995.67,7186060.09,1618.45,4682191.96,2287.68,5088154.64,NA
260960005000116,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,341,1115,3.27,2.46,1253.88,2143302.14,1361.69,2180904.19,699.26,1226167.3,1102.86,1489190.03,NA
260960005000117,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600002,Jardim Atlântico,1,0,254,790,3.11,2.31,812.5,782462.01,978.08,779959.67,480.51,482952.97,839.97,542458.26,NA
260960005000118,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600008,Monte,1,0,314,1165,3.71,3.68,902.84,1754668.37,1049.97,1886622.41,502.92,816050.47,866.95,1091619.04,NA
260960005000119,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600008,Monte,1,0,129,485,3.76,4.09,730.82,605526.98,798.95,607561.28,426.49,415392.21,705.8,490589.45,NA
260960005000120,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600008,Monte,1,0,268,919,3.43,2.71,937.07,1259719.57,996.56,1280492.33,562.2,962614.69,860.08,1216929.33,NA
260960005000121,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600008,Monte,1,0,149,548,3.68,3.14,607.65,1009807.46,823.09,1192161.24,332.73,408502.46,659.82,595052.35,NA
260960005000122,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600010,Bonsucesso,1,0,440,1568,3.56,3.62,1105.23,2627075.42,1279.74,2819055.69,593.37,1218520.52,1004.56,1650385.11,NA
260960005000123,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600010,Bonsucesso,1,1,239,931,3.9,3.98,561,180667.88,617.88,163763.99,329.31,173952.39,551.92,168666.27,NA
260960005000124,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600013,Amparo,1,0,218,725,3.33,2.89,1795.2,5730156.68,1872.5,5832646.15,1000.83,2964520.12,1428.49,3621828.75,NA
260960005000125,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600013,Amparo,1,0,355,1278,3.6,3.9,936.74,1062251.46,1069.26,1070857.65,548.94,652059.66,869.48,754253.62,NA
260960005000126,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,272,963,3.54,3.26,1359.36,132286182.38,1830.42,177489461.7,637.43,41101662.16,1245.32,79625983.12,NA
260960005000127,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,270,985,3.65,3.75,807.39,439561.87,900.81,406131.65,422.13,316779.4,788.77,302691.02,NA
260960005000128,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,284,993,3.5,2.72,916.5,812660.29,993.46,804412.91,522.09,557291.98,831.94,630385.76,NA
260960005000129,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,308,1055,3.43,2.83,723.01,652117.34,806.83,660119.86,426.51,370971.96,664.34,419915.52,NA
260960005000130,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,170,641,3.77,5.2,685.41,280394.67,776.79,246565.94,391,230416.37,664.34,209841.24,NA
260960005000131,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,257,952,3.7,3.18,634.91,306476.69,735,281108.41,364.52,380599.69,705.13,496335.39,NA
260960005000132,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,356,1176,3.3,2.74,389.3,357909.88,778.6,413023.9,305.02,234871.43,691.61,265247.8,NA
260960005000133,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,230,813,3.53,4.12,500.67,227225.74,639.75,201225.63,291.76,137550.56,490.95,133656.01,NA
260960005000134,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,118,436,3.69,3.89,423.74,198530.54,543.49,189454.52,267.93,155619.84,511.23,172645.55,NA
260960005000135,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,280,891,3.18,2.34,981.24,2034001.93,1064.91,2118670.01,553.78,1007209.21,890.81,1320612.58,NA
260960005000136,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,354,1132,3.2,2.32,989,1307124.54,1038.89,1321274.12,591.03,849635.68,868.32,1007719.73,NA
260960005000137,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,454,1431,3.15,2.39,853.84,665253.58,1006.87,630312.26,494.06,454638.45,841.38,482058.65,NA
260960005000138,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,1,221,816,3.69,4.39,447.25,191981.79,613.93,161008.41,256.57,121371.57,540.23,102257.13,NA
260960005000139,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,155,589,3.8,3.26,632.23,183167.31,666.64,170109.57,387.39,164966.87,628.13,116115.9,NA
260960005000140,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,341,1175,3.45,3.44,673.02,227640.58,735.58,202704.51,391.22,209705.72,657.75,177209.74,NA
260960005000141,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,1,109,428,3.93,3.64,289.45,74125.1,362.64,66235.3,175.35,55032.56,340.9,50529.01,NA
260960005000142,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,1,128,475,3.71,3.21,403.04,67077.16,531.85,19518.86,212.62,71650.78,500.06,24488.16,NA
260960005000143,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,343,1135,3.31,2.95,488.52,287119.37,719.15,256682.12,344.61,224353.04,682.87,213563.85,NA
260960005000144,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,278,1020,3.67,3.92,616.21,345743.76,744.8,322014.48,405.24,303241.53,669.15,324172.7,NA
260960005000145,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,318,1093,3.44,3.02,683.38,513622.56,781.71,510649.74,407.63,322602.71,676.96,353481.29,NA
260960005000146,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,83,280,3.37,2.82,907.63,1711204.07,953.58,1754573.68,564.72,855042.86,831.48,1038269.41,NA
260960005000147,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,276,915,3.32,2.83,599.8,418865.57,722.91,415827.48,370.37,303702.87,633.63,352877.6,NA
260960005000148,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,1,154,583,3.79,4.23,306.92,123923.94,450.15,117215.77,198.71,81566.61,427.32,77699.33,NA
260960005000149,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,225,679,3.02,2.43,805.62,972646.51,910.88,1004006.96,483.1,580578.99,790.16,707321.2,NA
260960005000150,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,1,156,510,3.27,3.79,592.4,262419.22,650.81,250194.24,329.04,175371.1,545.67,172613.34,NA
260960005000151,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,1,208,712,3.42,2.64,508.9,195483.42,578.43,181901.02,316.05,164038.26,533,160996.77,NA
260960005000152,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,0,458,1542,3.37,2.8,776.28,2652405.29,948.1,3077704.73,417.02,1125180.34,779.23,1821167.73,NA
260960005000153,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,1,330,1215,3.68,4.28,322.88,199163.56,467.32,220856.39,183.16,112990.63,400.88,160132.24,NA
260960005000154,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600018,Peixinhos,1,1,322,1108,3.44,3.54,433.11,74777.72,458.76,67416.26,247.33,77966.16,421.94,59295.36,NA
260960005000155,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600022,Aguazinha,1,0,408,1362,3.34,2.57,630.68,266714.18,706.91,245002.84,382.83,235479.67,662.13,222323.46,NA
260960005000156,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600022,Aguazinha,1,1,187,700,3.74,4.14,357.99,99915.7,468.14,78946.49,209.32,91143.32,447.87,88163.55,NA
260960005000157,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600022,Aguazinha,1,1,255,930,3.65,2.38,453.15,163301.09,495.93,157476.05,256.38,114979.99,437.18,117026.01,NA
260960005000158,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600022,Aguazinha,1,1,251,777,3.1,2.21,669.9,329037.23,744,310218.82,365.92,255517.74,699.97,254957.42,NA
260960005000159,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600022,Aguazinha,1,1,168,635,3.78,4.04,458.73,296950.87,579.45,305207.16,305.57,217750,559.67,256749.24,NA
260960005000160,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600022,Aguazinha,1,0,316,1057,3.34,2.53,709.28,522759.52,789.2,518574.53,397.59,334272.21,705.27,376038.03,NA
260960005000161,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600023,Sapucaia,1,0,194,705,3.63,2.89,487.82,210927.8,685.78,160402.37,298.47,194771.1,641.7,198514.96,NA
260960005000162,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600023,Sapucaia,1,0,264,878,3.33,2.75,696.58,458487.13,879.89,417655.03,402.38,272574.52,729.49,255494.47,NA
260960005000163,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600023,Sapucaia,1,0,269,962,3.58,3.14,395.38,202956.45,604.3,183842.48,347.59,198474.87,594,192797.62,NA
260960005000164,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600023,Sapucaia,1,1,187,621,3.32,2.46,337.49,260410.55,568.56,307758.3,333.4,302805.91,616.56,385682.68,NA
260960005000165,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600023,Sapucaia,1,0,361,1220,3.38,2.87,625.84,274331.28,724.13,246151.3,410.2,224306.31,658.85,196406.42,NA
260960005000166,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600023,Sapucaia,1,0,158,526,3.33,1.87,532.15,297635.59,700.67,273614.01,440.46,238098.04,671.59,207714.26,NA
260960005000167,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600023,Sapucaia,1,0,236,741,3.14,3.59,392.27,189275.03,567.95,174172.26,255.52,137125.53,519.4,141692.82,NA
260960005000168,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600023,Sapucaia,1,0,229,829,3.62,3.32,932.84,1219717.51,1042.05,1248852.25,561.02,705383.96,881.96,826119.75,NA
260960005000169,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600023,Sapucaia,1,0,283,985,3.48,2.9,338.52,119560.52,626.16,40527.4,232.36,102638.72,603.7,42301.81,NA
260960005000170,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600023,Sapucaia,1,1,280,1102,3.94,1.79,602.91,139642.07,753.64,60604.23,331.36,138182.97,679.8,46415.27,NA
260960005000171,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600023,Sapucaia,1,1,191,663,3.47,2.86,371.62,108698.11,525.77,72470.49,250.6,91066.97,515.62,50581.8,NA
260960005000172,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600023,Sapucaia,1,1,143,446,3.12,3.09,418.73,96254.24,498.98,74475.04,265.35,86348.21,426.58,69968.21,NA
260960005000173,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600026,Águas Compridas,1,0,426,1446,3.39,2.85,744.44,764836.83,838.98,782695.67,430.45,443294.18,742.13,533095.55,NA
260960005000174,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600026,Águas Compridas,1,1,309,1052,3.4,2.75,591.92,238780.81,637.29,228131.2,361.79,420418.27,578.61,547143.71,NA
260960005000175,2,Região Nordeste,26,Pernambuco,2605,Metropolitana de Recife,26017,Recife,11,RM Recife,2609600,OLINDA,260960005,OLINDA,26096000500,OLINDA,2609600026,Águas Compridas,1,0,153,449,2.93,2.67,628.13,354431.39,672.06,349663.25,378.41,244992.12,579.45,258710.69,NA
